0,20.0
1,20.850785438343898
2,22.225922225257033
3,24.0365054219301
4,24.585363133498376
5,23.961510766150564
6,25.459268671126846
7,22.21710020914984
8,22.25088499012792
9,20.631834926149452
10,17.772380323188848
11,16.403704523844596
12,17.526443668411456
13,18.451651920782247
14,17.099192514314634
15,18.339188783674715
16,15.736874120064256
17,17.578951306925305
18,16.435481546079494
19,18.11983288650566
20,18.8063881862201
21,20.069491399619153
22,25.922956701364413
23,26.154721229995943
24,25.375027436614804
25,29.925816161670426
26,29.03092595603276
27,28.306029069541797
28,23.169963656598405
29,24.56508386880689
30,26.899537415500593
